date,rating,text,thumbs_up,city,primary_theme,review_id
2025-07-10,4,Silky smooth ride every time. The car is so gentle with acceleration and braking.,5,Austin,ride_smoothness,674
2025-07-10,3,The novelty wore off. Now I just notice the long waits and limited coverage. Payment processing failed twice. Had to reinstall the app to fix it.,1,San Francisco,general_experience,675
2025-07-10,3,The novelty wore off. Now I just notice the long waits and limited coverage. Really polished app. The ride tracking and ETA features work perfectly.,3,Austin,general_experience,676
2025-07-11,2,The holiday pricing was outrageous. Nearly double what I normally pay. The app drains my battery like crazy. Needs optimization badly.,14,San Francisco,pricing,677
2025-07-11,3,The wait times are ridiculous in my area. 15-20 minutes every single time. The car seemed to struggle with speed bumps and rough road surfaces.,1,Phoenix,wait_times,678
2025-07-11,5,Converted my whole family to Waymo. We barely use regular rideshare anymore.,14,Los Angeles,general_experience,679
2025-07-11,4,"Best tech product I've used this year. Waymo is genuinely impressive. Safer than human drivers honestly. No distracted driving, no phone use, always alert.",15,Phoenix,general_experience,680
2025-07-11,5,The car handled a sudden obstacle in the road perfectly. Very impressive safety response.,24,Phoenix,safety_trust,681
2025-07-11,2,"Wait times have gotten worse recently. Used to be 5 min, now it's 15+.",24,San Francisco,wait_times,682
2025-07-11,5,The 360 sensors catch things a human driver would miss. Feels very secure.,4,San Francisco,safety_trust,683
2025-07-11,2,Love the ride but hate the wait. 20 minutes is not acceptable when I'm late. This is the future of transportation. Absolutely love the Waymo experience.,11,Austin,wait_times,684
2025-07-11,4,"Simple, clean interface. Booking a ride takes literally 10 seconds.",3,Los Angeles,app_experience,685
2025-07-11,5,"Best ride quality of any rideshare service. The car drives like a luxury chauffeur. After 100+ rides, I can say this is the most reliable transportation option I have.",37,San Francisco,ride_smoothness,686
2025-07-11,5,No tipping awkwardness and the pricing is transparent. Win-win. Great value for the ride quality you get. Worth every penny.,1,Phoenix,pricing,687
2025-07-11,5,No tipping awkwardness and the pricing is transparent. Win-win.,2,Austin,pricing,688
2025-07-11,5,"After 100+ rides, I can say this is the most reliable transportation option I have. The new Atlanta service area is great. Covers most of the places I need to go.",1,Phoenix,general_experience,689
2025-07-11,3,My biggest frustration is the limited coverage area. Can't get to the airport yet.,2,Phoenix,coverage_area,690
2025-07-11,5,Coverage in SF is excellent now. Can go almost anywhere in the city.,6,Austin,coverage_area,691
2025-07-12,1,The car accelerated really aggressively merging onto the freeway. Uncomfortable.,0,Phoenix,ride_smoothness,692
2025-07-12,5,"The car handled a sudden obstacle in the road perfectly. Very impressive safety response. 5 stars! Every ride has been great. Clean cars, smooth rides, futuristic experience.",0,Los Angeles,safety_trust,693
2025-07-12,1,The car accelerated really aggressively merging onto the freeway. Uncomfortable.,29,Phoenix,ride_smoothness,694
2025-07-12,5,The ride quality alone makes this worth it. So much smoother than human drivers.,5,San Francisco,ride_smoothness,695
2025-07-12,5,Trust in the technology has grown with every ride. Now I prefer it over human drivers.,1,Austin,safety_trust,696
2025-07-12,2,Can't use it for my daily commute because my office is outside the service area.,3,Austin,coverage_area,697
2025-07-13,2,The car seemed to struggle with speed bumps and rough road surfaces.,12,San Francisco,ride_smoothness,698
2025-07-13,4,Happy to see coverage in Austin now. The expansion is exciting. So glad they expanded to my neighborhood! Coverage keeps getting better.,15,Austin,coverage_area,699
2025-07-13,5,"5 stars! Every ride has been great. Clean cars, smooth rides, futuristic experience. Not bad but not great either. Inconsistent experience depending on time of day.",4,Phoenix,general_experience,700
2025-07-14,3,The car stopped in the middle of the road for no reason. Scary experience.,15,San Francisco,safety_trust,701
2025-07-14,5,Was nervous at first but after 50+ rides I trust the technology completely.,11,San Francisco,safety_trust,702
2025-07-14,3,App froze mid-ride and I couldn't see my route or ETA. Stressful.,3,Austin,app_experience,703
2025-07-14,5,Took my first ride today and was amazed at how safe it felt. Converted skeptic.,18,Phoenix,safety_trust,704
2025-07-14,1,"The car brakes too hard sometimes, especially at yellow lights. Jerky stops.",4,San Francisco,ride_smoothness,705
2025-07-14,2,Had a close call with a cyclist. The car saw them late and braked hard. Would rate 5 stars if not for the consistently long wait times in my neighborhood.,3,Los Angeles,safety_trust,706
2025-07-15,5,Quick pickup even during evening rush. Really improving on availability. Had a bad experience where the car took a very weird route. Added 10 min to my trip.,4,Phoenix,wait_times,707
2025-07-15,2,Had to cancel after waiting 18 minutes. No cars available apparently.,7,San Francisco,wait_times,708
2025-07-15,2,Would rate 5 stars if not for the consistently long wait times in my neighborhood.,4,Los Angeles,wait_times,709
2025-07-15,2,Had to cancel after waiting 18 minutes. No cars available apparently. Silky smooth ride every time. The car is so gentle with acceleration and braking.,6,San Francisco,wait_times,710
2025-07-15,4,Happy to see coverage in Austin now. The expansion is exciting.,4,Phoenix,coverage_area,711
2025-07-15,5,Took my first ride today and was amazed at how safe it felt. Converted skeptic.,6,San Francisco,safety_trust,712
2025-07-15,3,Pricing during peak hours is getting close to Uber Black rates. Too expensive.,26,Austin,pricing,713
2025-07-15,5,Coverage in SF is excellent now. Can go almost anywhere in the city.,2,Austin,coverage_area,714
2025-07-15,2,The car took me to the wrong entrance of a mall. Minor but annoying.,3,Phoenix,general_experience,715
2025-07-15,4,My elderly mother uses it and feels safe. That says a lot about the trust factor. Consistently smooth rides. The car navigates complex intersections with ease.,22,Austin,safety_trust,716
2025-07-15,3,"Please expand to more cities! I want this everywhere, not just SF and Phoenix.",4,Austin,coverage_area,717
2025-07-15,2,Estimated 8 minute wait turned into 22 minutes. Very frustrating.,3,Los Angeles,wait_times,718
2025-07-15,3,The ride was incredibly smooth. Way better than most human drivers I've had in rideshare.,1,Phoenix,ride_smoothness,719
2025-07-16,3,"5 stars! Every ride has been great. Clean cars, smooth rides, futuristic experience. The app is clean and easy to use. Love being able to track the car in real-time.",2,Phoenix,general_experience,720
2025-07-16,5,Car arrived in under 3 minutes! Faster than any Uber I've ordered.,5,Phoenix,wait_times,721
2025-07-16,5,"Simple, clean interface. Booking a ride takes literally 10 seconds.",10,San Francisco,app_experience,722
2025-07-16,1,Lots of unnecessary lane changes that made the ride feel less smooth than expected.,1,Austin,ride_smoothness,723
2025-07-16,4,The car handled a sudden obstacle in the road perfectly. Very impressive safety response. Wait time has gotten so much better in the last few months. Usually under 5 min now.,8,Phoenix,safety_trust,724
2025-07-16,2,The app drains my battery like crazy. Needs optimization badly. Pricing is fair and often cheaper than Uber during surge times.,1,San Francisco,app_experience,725
2025-07-16,2,The car got confused by a delivery truck double-parked. Just sat there for 2 minutes.,41,San Francisco,safety_trust,726
2025-07-16,5,The new Atlanta service area is great. Covers most of the places I need to go.,4,Los Angeles,coverage_area,727
2025-07-16,5,The ride was incredibly smooth. Way better than most human drivers I've had in rideshare.,13,Los Angeles,ride_smoothness,728
2025-07-17,3,Amazing technology. I tell everyone about Waymo. It's truly impressive. Had a bad experience where the car took a very weird route. Added 10 min to my trip.,7,Los Angeles,general_experience,729
2025-07-17,5,Great value for the ride quality you get. Worth every penny. The service area is growing fast. Can now get rides to places I couldn't before.,1,San Francisco,pricing,730
2025-07-17,1,The availability is terrible during rush hour. Had to wait over 20 minutes twice.,1,San Francisco,wait_times,731
2025-07-17,4,"I feel genuinely safer in a Waymo than with some of the rideshare drivers I've had. The autonomous driving is remarkably smooth. Braking, acceleration, lane changes - all very natural.",2,Los Angeles,safety_trust,732
2025-07-17,4,Converted my whole family to Waymo. We barely use regular rideshare anymore.,6,Los Angeles,general_experience,733
2025-07-17,4,"Safer than human drivers honestly. No distracted driving, no phone use, always alert.",5,Austin,safety_trust,734
2025-07-17,3,My elderly mother uses it and feels safe. That says a lot about the trust factor. The novelty wore off. Now I just notice the long waits and limited coverage.,1,Austin,safety_trust,735
2025-07-17,2,Pricing during peak hours is getting close to Uber Black rates. Too expensive.,4,Los Angeles,pricing,736
2025-07-17,3,This is the future of transportation. Absolutely love the Waymo experience.,36,San Francisco,general_experience,737
2025-07-18,3,Got nervous when the car hesitated at a 4-way stop for way too long. Car arrived in under 3 minutes! Faster than any Uber I've ordered.,15,Phoenix,safety_trust,738
2025-07-18,1,Got nervous when the car hesitated at a 4-way stop for way too long.,6,Austin,safety_trust,739
2025-07-18,5,Quick pickup even during evening rush. Really improving on availability.,16,Austin,wait_times,740
2025-07-18,4,"Love that there's no surge pricing. The predictable fares are a huge plus. Wait times have gotten worse recently. Used to be 5 min, now it's 15+.",0,Los Angeles,pricing,741
2025-07-18,5,Really impressed by how smooth the driving is. My coffee didn't spill once! The car got confused by a delivery truck double-parked. Just sat there for 2 minutes.,10,San Francisco,ride_smoothness,742
2025-07-18,5,Great app design. Setting pickup and dropoff locations is intuitive.,21,Austin,app_experience,743
2025-07-18,5,Took my first ride today and was amazed at how safe it felt. Converted skeptic.,9,San Francisco,safety_trust,744
2025-07-18,4,The estimated arrival time was accurate. Car showed up right on time. The 360 sensors catch things a human driver would miss. Feels very secure.,1,Phoenix,wait_times,745
2025-07-18,5,I feel genuinely safer in a Waymo than with some of the rideshare drivers I've had.,8,Phoenix,safety_trust,746
2025-07-19,5,"Love how the car takes turns - no jerky movements, just smooth sailing. The app is clean and easy to use. Love being able to track the car in real-time.",5,Austin,ride_smoothness,747
